_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,667,21:37:33,51.83875,-2.24931,11266,7,1464,00*5B4C","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",667,21:37:33,51.83875,-2.24931,11266,7,1464,0
"$$MULDER,668,21:37:53,51.83929,-2.24631,11166,8,1465,00*3928","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",668,21:37:53,51.83929,-2.24631,11166,8,1465,0
"$$MULDER,669,21:38:13,51.84028,-2.24253,11068,8,1464,00*576A","0x17a,G8KNN-1,G8DHE,0x17,G4AIU,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4MYS,G6UIM",669,21:38:13,51.84028,-2.24253,11068,8,1464,0
"$$MULDER,670,21:38:33,51.84112,-2.23924,10972,8,1465,00*438D","G8KNN-1,G8DHE,G4MYS,G8ZBJ,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",670,21:38:33,51.84112,-2.23924,10972,8,1465,0
"$$MULDER,671,21:38:53,51.84163,-2.23657,10882,8,1465,00*08E6","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",671,21:38:53,51.84163,-2.23657,10882,8,1465,0
"$$MULDER,672,21:39:13,51.84210,-2.23419,10766,8,1464,00*2D92","G8KNN-1,M0JCU,G0WXI,G4MYS",672,21:39:13,51.8421,-2.23419,10766,8,1464,0
"$$MULDER,673,21:39:17,51.84225,-2.23371,10655,8,1464,00*616B","G8KNN-1,G8DHE,G4MYS,M0UPU,MatB,F1OIL,M0JCU,G0WXI,G6GZH",673,21:39:17,51.84225,-2.23371,10655,8,1464,0
"$$MULDER,674,21:39:38,51.84352,-2.23077,10511,8,1464,20*06D7","G8KNN-1,G8DHE,G6UIM,G4MYS,G8ZBJ,F1OIL,2E0MXS,G0WXI,G6GZH,M0UPU",674,21:39:38,51.84352,-2.23077,10511,8,1464,20
"$$MULDER,675,21:40:12,51.84628,-2.22578,10360,8,1463,20*6A1B","0x17a,G8KNN-1,G8DHE,G7BTI,0x17,G6UIM,G4MYS,G8ZBJ,MatB,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,M0UPU",675,21:40:12,51.84628,-2.22578,10360,8,1463,20
"$$MULDER,676,21:40:31,51.84769,-2.22361,10224,8,1462,00*0E7A","0x17a,G8KNN-1,G8DHE,G7BTI,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,SA6BSS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",676,21:40:31,51.84769,-2.22361,10224,8,1462,0
"$$MULDER,677,21:40:51,51.84885,-2.22080,10112,8,1462,00*ABD5","0x17a,G8KNN-1,G8DHE,G7BTI,0x17,G6GZH,M0UPU,MatB,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G4AIU,G4MYS,G6UIM",677,21:40:51,51.84885,-2.2208,10112,8,1462,0
"$$MULDER,678,21:41:10,51.84984,-2.21773,9989,8,1460,00*A483","G8KNN-1,G8DHE,0x17,ULC_websdr,G6GZH,M0UPU,F1OIL,M0JCU,G0WXI,G4AIU",678,21:41:10,51.84984,-2.21773,9989,8,1460,0
"$$MULDER,679,21:41:29,51.85110,-2.21537,9813,8,1461,00*5668","0x17a,G8KNN-1,G8DHE,G7BTI,0x17,G4MYS,G8ZBJ,F1OIL,M0JCU,G0WXI,G6GZH,G4AIU,M0UPU",679,21:41:29,51.8511,-2.21537,9813,8,1461,0
"$$MULDER,680,21:41:48,51.85285,-2.21313,9680,8,1462,00*63F7","G8KNN-1,G8DHE,G4MYS,G8ZBJ,F1OIL,M0JCU,G6UIM,G0WXI,G4AIU,M0UPU",680,21:41:48,51.85285,-2.21313,9680,8,1462,0
"$$MULDER,681,21:42:07,51.85466,-2.21073,9558,8,1462,00*8D5C","0x17a,g0nzo,G8DHE,G7BTI,G8KNN-1,0x17,G4MYS,M0UPU,F1OIL,G8ZBJ,M0JCU,G0WXI,G4AIU",681,21:42:07,51.85466,-2.21073,9558,8,1462,0
"$$MULDER,682,21:42:26,51.85681,-2.20826,9451,8,1461,00*9870","0x17a,g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,G4MYS,G8ZBJ,M0UPU,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,G4AIU,G6UIM",682,21:42:26,51.85681,-2.20826,9451,8,1461,0
"$$MULDER,683,21:42:45,51.85928,-2.20612,9346,8,1460,00*203A","0x17a,g0nzo,G8DHE,G7BTI,G8KNN-1,0x17,G4MYS,M0UPU,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G4AIU,G6UIM",683,21:42:45,51.85928,-2.20612,9346,8,1460,0
"$$MULDER,684,21:43:04,51.86188,-2.20411,9244,8,1460,00*812A","G8KNN-1,G8DHE,G7BTI,G8ZBJ,F1OIL,M0JCU,2E0MXS,M0UPU",684,21:43:04,51.86188,-2.20411,9244,8,1460,0
"$$MULDER,685,21:43:23,51.86446,-2.20191,9123,8,1460,00*C91C","G8KNN-1,G8DHE,G4MYS,G8ZBJ,M0UPU,G8KNN,F1OIL,M0JCU,G0WXI,G6UIM",685,21:43:23,51.86446,-2.20191,9123,8,1460,0
"$$MULDER,686,21:43:42,51.86679,-2.19968,8978,8,1459,00*B776","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,M0UPU,MatB,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6UIM",686,21:43:42,51.86679,-2.19968,8978,8,1459,0
"$$MULDER,687,21:44:01,51.86898,-2.19731,8844,8,1459,00*DBD9","G8KNN-1,G7BTI,G4MYS,G8ZBJ,F1OIL,G0WXI",687,21:44:01,51.86898,-2.19731,8844,8,1459,0
"$$MULDER,688,21:44:20,51.87117,-2.19499,8718,8,1459,00*0F8B","G8ZBJ,G0WXI,G7BTI,F1OIL",688,21:44:20,51.87117,-2.19499,8718,8,1459,0
"$$MULDER,689,21:44:39,51.87322,-2.19262,8571,8,1460,00*58BE","0x17a,G8KNN-1,G7BTI,G4MYS,G8ZBJ,F1OIL,M0JCU,G0WXI,G4AIU",689,21:44:39,51.87322,-2.19262,8571,8,1460,0
"$$MULDER,690,21:44:58,51.87519,-2.19020,8419,8,1460,00*88C8","0x17a,G8KNN-1,0x17,F1OIL,M0JCU,G4AIU",690,21:44:58,51.87519,-2.1902,8419,8,1460,0
"$$MULDER,691,21:45:17,51.87709,-2.18778,8289,8,1460,00*A2F6","0x17a,G7BTI,0x17,G4MYS,G8ZBJ,F1OIL,M0JCU,G4AIU,G6UIM",691,21:45:17,51.87709,-2.18778,8289,8,1460,0
"$$MULDER,692,21:45:36,51.87889,-2.18537,8146,8,1461,00*5307","G8KNN-1,M0JCU,G8DHE,G4MYS",692,21:45:36,51.87889,-2.18537,8146,8,1461,0
"$$MULDER,693,21:45:55,51.88056,-2.18301,7996,7,1462,00*130B","G8ZBJ,G7BTI,G4MYS",693,21:45:55,51.88056,-2.18301,7996,7,1462,0
"$$MULDER,695,21:46:33,51.88382,-2.17830,7609,8,1464,00*52D6",M0JCU,695,21:46:33,51.88382,-2.1783,7609,8,1464,0
"$$MULDER,696,21:46:52,51.88517,-2.17626,7374,8,1466,00*3F90","G8ZBJ,M0JCU,G0WXI",696,21:46:52,51.88517,-2.17626,7374,8,1466,0
"$$MULDER,697,21:47:11,51.88687,-2.17344,7123,8,1468,00*14BF","M0JCU,G4MYS",697,21:47:11,51.88687,-2.17344,7123,8,1468,0
"$$MULDER,698,21:47:30,51.88855,-2.17070,6861,8,1470,00*7079","G8KNN-1,G8DHE,G7BTI,G4MYS,G8ZBJ,M0JCU,G0WXI,G6GZH",698,21:47:30,51.88855,-2.1707,6861,8,1470,0
"$$MULDER,699,21:47:49,51.89012,-2.16817,6615,8,1472,00*C169","0x17a,G8KNN-1,G8DHE,0x17,G6GZH,M0JCU,2E0MXS,G0WXI,G4AIU,G4MYS",699,21:47:49,51.89012,-2.16817,6615,8,1472,0
"$$MULDER,700,21:48:08,51.89157,-2.16590,6404,8,1475,00*B5A5","G7BTI,M0JCU,G0WXI,G6GZH,G4MYS",700,21:48:08,51.89157,-2.1659,6404,8,1475,0
"$$MULDER,701,21:48:27,51.89299,-2.16416,6225,8,1479,00*E0AB",M0JCU,701,21:48:27,51.89299,-2.16416,6225,8,1479,0
"$$MULDER,702,21:48:46,51.89466,-2.16244,6055,8,1484,00*B0E8","G8KNN-1,G7BTI,G4MYS,G8ZBJ,M0JCU,G0WXI,G6GZH",702,21:48:46,51.89466,-2.16244,6055,8,1484,0
"$$MULDER,703,21:49:05,51.89630,-2.16046,5888,8,1488,00*CB08","G8KNN-1,G7BTI,G4MYS,G8ZBJ,M0JCU,G0WXI,G6GZH",703,21:49:05,51.8963,-2.16046,5888,8,1488,0
